title,text,label
Rumor: Groundbreaking tech invented in a suburban basement,Rumor: Groundbreaking tech invented in a suburban basement. This report is unverified and might just be a wild rumor. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real. More deets are expected as the saga unfolds.,1
Government announces sweeping reforms in Morocco,Government announces sweeping reforms in Morocco. Verified by multiple reputable sources. More deets are expected as the saga unfolds. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down.,0
Unverified: Hidden cabal controls Moroccan parliament,Unverified: Hidden cabal controls Moroccan parliament. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates. More deets are expected as the saga unfolds.,1
Rumor: Groundbreaking tech invented in a suburban basement,Rumor: Groundbreaking tech invented in a suburban basement. This report is unverified and might just be a wild rumor. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down. Social media is on fire with reactions.,1
Unverified: Moroccan heritage event staged by imposters,Unverified: Moroccan heritage event staged by imposters. This report is unverified and might just be a wild rumor. Social media is on fire with reactions. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down.,1
Parliament debates new policy to boost Moroccan economy,Parliament debates new policy to boost Moroccan economy. Verified by multiple reputable sources. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real.,0
Hoax: Fabled Moroccan festival canceled for bizarre reasons,Hoax: Fabled Moroccan festival canceled for bizarre reasons. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. Officials haven't commented yetâ€”suspense is real. Social media is on fire with reactions.,1
Health experts reveal new breakthrough in wellness research,Health experts reveal new breakthrough in wellness research. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down. Social media is on fire with reactions.,0
New health guidelines released to improve public wellbeing,New health guidelines released to improve public wellbeing. Verified by multiple reputable sources. Experts are still trying to figure out what went down. More deets are expected as the saga unfolds. Officials haven't commented yetâ€”suspense is real.,0
Fake claim: Traditional Moroccan dish contains mysterious ingredient,Fake claim: Traditional Moroccan dish contains mysterious ingredient. This report is unverified and might just be a wild rumor. More deets are expected as the saga unfolds. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real.,1
Scandal alert: Conspiracy theories rock Moroccan leadership,Scandal alert: Conspiracy theories rock Moroccan leadership. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. More deets are expected as the saga unfolds. Officials haven't commented yetâ€”suspense is real.,1
